x1,x2,x3,x4,x5,x6,label
21,75,0,1,2,0,0
15,30,1,65,1,7,0
26,73,0,14,1,8,0
4,30,2,91,0,1,0
7,28,2,79,0,1,0
10,8,2,88,1,3,0
14,51,1,70,1,7,0
27,84,0,21,2,8,0
30,89,0,16,2,4,0
20,56,1,52,2,3,1
2,2,2,75,0,6,0
29,73,0,9,2,0,0
2,7,2,82,1,6,0
7,20,2,89,1,5,0
27,63,0,18,1,3,0
29,91,0,23,1,5,0
20,42,1,33,1,2,0
8,25,2,84,0,5,0
10,56,1,48,2,3,0
6,12,2,78,0,2,0
13,55,1,57,1,2,0
24,83,0,7,2,0,1
24,99,0,7,2,5,0
19,48,1,39,2,5,1
2,18,2,96,1,6,0
25,77,0,5,1,8,0
6,2,2,76,0,4,0
25,60,0,13,2,8,0
18,52,1,32,2,5,0
1,21,2,89,1,3,0
10,53,1,45,2,3,0
17,60,1,53,1,2,0
27,76,0,8,2,2,0
21,86,0,2,2,1,0
21,65,0,3,1,0,0
28,81,0,23,1,0,1
22,73,0,17,1,0,1
30,62,0,9,1,1,1
26,98,0,3,1,1,0
14,50,1,63,2,0,1
14,49,1,65,2,0,1
13,30,1,43,2,0,1
12,41,1,33,2,0,0
22,98,0,9,2,1,1
21,73,0,12,2,1,1
9,20,2,94,0,0,1
20,74,0,17,1,1,1
20,80,0,20,1,1,1
20,58,1,35,1,1,1
18,40,1,27,2,1,0
29,72,0,23,1,0,1
23,85,0,23,2,1,0
29,66,0,14,1,2,1
17,41,1,35,1,1,1
17,49,1,69,1,1,1
27,73,0,6,2,2,0
27,87,0,2,2,2,1
25,69,0,7,1,0,0
26,84,0,4,2,1,0
29,65,0,12,2,1,1
13,42,1,64,1,1,1
11,33,1,43,2,1,0
22,72,0,1,1,2,1
26,100,0,0,1,0,1
3,27,2,80,1,0,1
10,28,2,76,0,1,1
9,17,2,73,1,1,0
20,30,1,29,1,2,1
18,58,1,59,1,2,1
29,91,0,7,2,3,1
5,24,2,82,1,1,1
23,61,0,10,2,0,1
16,32,1,50,2,2,1
28,99,0,6,1,3,1
4,20,2,92,0,1,1
22,76,0,13,1,1,0
7,18,2,82,0,0,1
27,68,0,11,1,3,1
6,21,2,94,0,1,1
15,47,1,48,1,2,1
13,45,1,27,1,1,1
15,33,1,54,2,2,1
15,52,1,62,2,2,1
2,2,2,94,0,1,1
2,4,2,96,1,1,1
1,25,2,96,1,1,1
24,68,0,12,1,3,1
24,62,0,21,2,3,1
17,60,1,45,1,2,1
3,4,2,96,0,0,1
23,77,0,19,1,3,1
23,98,0,23,1,3,1
11,53,1,29,2,2,0
10,45,1,40,1,2,1
14,48,1,71,2,1,1
30,88,0,24,2,3,0
9,18,2,83,1,2,0
20,61,0,19,1,3,1
20,40,1,59,2,3,0
23,93,0,14,1,3,1
7,1,2,81,1,2,0
30,74,0,18,1,4,0
30,92,0,24,1,4,1
29,61,0,1,2,4,1
25,66,0,13,2,1,1
29,85,0,17,2,4,1
5,7,2,84,1,2,1
2,25,2,81,0,0,0
5,23,2,79,1,2,1
6,29,2,95,0,1,0
12,56,1,69,2,1,1
24,84,0,8,1,1,1
16,42,1,35,1,3,0
15,30,1,56,1,3,1
13,56,1,65,2,1,1
14,47,1,42,1,3,1
14,46,1,31,1,2,0
25,74,0,10,2,4,1
1,24,2,90,1,2,1
21,61,0,13,1,0,0
24,95,0,21,2,4,1
1,3,2,86,0,2,0
12,31,1,36,1,3,0
12,50,1,72,2,0,1
20,39,1,39,1,1,1
23,96,0,4,2,4,1
4,30,2,75,1,1,1
11,43,1,31,2,3,1
16,54,1,39,2,3,1
13,59,1,60,1,1,1
22,84,0,10,2,4,0
10,30,1,68,2,3,1
10,28,2,96,0,3,1
21,68,0,11,2,4,0
30,99,0,20,1,0,1
9,9,2,92,1,3,1
20,57,1,30,1,4,0
20,75,0,15,1,2,0
5,29,2,79,0,0,1
7,11,2,79,0,3,1
10,33,1,28,1,0,1
17,32,1,27,2,3,1
16,52,1,59,1,0,0
30,83,0,12,2,5,1
23,90,0,22,2,0,1
29,68,0,0,1,5,1
29,79,0,20,2,5,0
17,33,1,51,2,4,0
3,1,2,79,0,3,1
26,93,0,16,1,5,1
2,15,2,90,1,3,0
25,82,0,1,2,5,0
25,70,0,10,1,5,1
24,65,0,2,1,5,1
19,56,1,29,2,4,1
9,15,2,75,1,3,0
12,54,1,30,2,4,1
12,50,1,72,1,4,1
22,93,0,9,2,5,1
28,85,0,19,2,5,1
4,17,2,74,1,2,1
10,26,2,88,0,0,1
20,94,0,14,2,1,0
9,3,2,94,1,0,1
28,64,0,15,1,0,0
15,46,1,25,1,1,1
21,98,0,8,2,5,1
17,59,1,25,2,1,0
19,52,1,29,1,4,1
21,73,0,24,1,5,0
9,12,2,75,0,4,0
20,87,0,2,2,5,0
20,49,1,61,2,5,1
8,30,2,96,1,4,0
21,86,0,23,1,5,0
19,48,1,27,2,5,0
30,87,0,1,2,6,1
18,58,1,66,2,5,0
23,65,0,5,2,3,1
29,67,0,10,1,6,0
29,81,0,19,2,6,1
22,73,0,23,1,2,0
30,90,0,18,2,3,0
5,19,2,83,0,4,0
12,32,1,67,2,3,1
30,95,0,0,2,1,1
12,53,1,54,2,1,1
14,45,1,38,1,0,0
5,6,2,96,0,4,0
16,42,1,28,1,5,1
6,10,2,82,0,1,0
5,27,2,76,0,2,1
29,70,0,14,2,2,0
16,56,1,67,2,5,0
4,10,2,83,1,4,1
17,52,1,48,2,4,0
26,90,0,1,1,0,0
5,3,2,74,1,0,1
4,28,2,77,1,4,1
4,26,2,82,0,4,0
28,65,0,16,2,0,0
15,58,1,25,1,5,0
16,41,1,53,2,3,1
7,11,2,72,0,4,1
28,69,0,3,1,1,1
3,3,2,95,0,4,0
19,56,1,41,1,2,0
26,77,0,13,1,6,0
22,72,0,13,1,1,1
16,48,1,43,2,0,0
2,7,2,94,1,4,0
23,100,0,7,2,5,1
25,87,0,12,2,6,1
6,14,2,94,1,2,0
28,85,0,24,2,1,1
13,57,1,61,1,5,1
1,17,2,83,0,4,0
13,39,1,44,1,5,1
15,44,1,72,2,3,1
28,86,0,1,2,0,1
13,35,1,30,1,4,1
1,17,2,85,0,4,1
25,64,0,9,2,5,1
24,61,0,2,2,5,1
11,42,1,43,2,5,0
4,12,2,81,0,4,0
2,24,2,94,1,3,1
29,76,0,13,1,4,0
3,19,2,89,1,1,1
6,23,2,72,1,0,0
16,49,1,24,2,1,0
11,34,1,65,1,5,0
10,30,1,42,1,5,0
10,55,1,56,2,2,0
15,42,1,27,2,0,1
24,84,0,21,2,3,0
8,14,2,96,0,1,1
21,62,0,14,2,4,1
29,88,0,17,2,5,1
11,36,1,34,1,4,0
6,19,2,96,0,3,1
19,54,1,46,2,3,1
13,37,1,36,1,0,1
10,34,1,54,1,5,1
10,27,2,73,0,5,1
18,41,1,51,1,2,0
10,17,2,93,0,5,0
20,84,0,0,2,6,0
20,57,1,27,1,6,0
14,36,1,42,1,3,0
22,63,0,8,1,2,0
20,31,1,46,2,6,0
22,80,0,18,2,6,0
25,90,0,6,2,0,0
3,5,2,95,0,0,0
29,64,0,16,2,4,0
20,31,1,30,1,6,0
20,47,1,46,1,6,1
6,30,2,73,0,3,1
8,8,2,80,1,5,1
19,54,1,46,2,3,0
8,29,2,89,0,5,0
7,12,2,73,1,5,0
20,47,1,46,1,6,0
7,12,2,89,0,5,1
28,73,0,12,2,1,0
7,23,2,83,1,5,0
20,36,1,66,1,5,0
6,13,2,92,0,1,0
30,69,0,1,2,7,1
30,98,0,22,2,7,0
22,85,0,19,2,3,0
17,42,1,56,1,5,0
18,52,1,58,1,6,0
22,68,0,12,1,6,0
16,47,1,57,1,1,0
6,20,2,72,1,5,0
5,4,2,87,0,5,0
7,3,2,72,1,1,1
5,27,2,75,1,5,0
20,66,0,4,1,4,0
20,69,0,5,1,4,0
16,45,1,38,2,6,0
4,3,2,75,0,5,0
4,8,2,93,0,5,0
19,55,1,46,1,3,0
21,92,0,23,2,4,0
30,74,0,14,2,0,0
15,38,1,35,2,6,0
28,90,0,4,1,6,0
15,55,1,29,2,6,0
30,77,0,0,2,6,0
30,66,0,15,2,0,1
29,76,0,8,2,0,1
25,90,0,5,2,0,1
21,78,0,3,2,0,1
20,72,0,23,2,0,1
30,60,0,3,1,1,1
30,69,0,8,1,0,1
18,53,1,70,2,0,1
11,45,1,40,1,0,1
21,72,0,9,1,0,1
22,97,0,16,1,1,0
10,57,1,55,2,0,1
20,83,0,5,2,1,1
20,52,1,28,1,1,1
8,16,2,82,1,0,1
21,98,0,18,1,1,1
23,91,0,18,1,1,1
17,59,1,54,1,1,0
16,55,1,57,2,1,0
13,60,1,62,1,0,0
25,78,0,23,1,2,1
13,43,1,40,1,1,1
10,13,2,88,0,1,0
9,24,2,86,0,1,1
9,28,2,90,0,1,1
18,51,1,27,1,2,1
20,51,1,26,1,2,0
6,5,2,73,0,1,1
29,80,0,17,2,3,1
29,78,0,24,1,3,1
17,41,1,58,2,2,1
28,99,0,17,1,3,1
15,47,1,38,1,2,1
26,79,0,17,1,3,1
20,68,0,19,1,1,0
23,81,0,11,2,3,1
11,49,1,38,2,2,1
22,63,0,21,2,3,1
21,64,0,16,2,3,1
21,83,0,13,2,3,1
14,31,1,65,1,2,1
20,60,1,36,2,3,0
20,46,1,58,2,3,1
20,54,1,67,2,3,0
30,80,0,10,1,4,1
28,69,0,17,2,4,0
16,46,1,68,1,3,1
4,20,2,81,0,2,1
27,72,0,6,1,4,1
15,33,1,41,1,3,0
3,16,2,78,1,2,1
26,68,0,6,1,4,1
9,26,2,79,1,2,1
14,49,1,33,1,3,0
2,24,2,81,1,2,1
23,74,0,3,2,4,1
23,78,0,20,1,4,1
11,59,1,33,1,3,1
22,89,0,4,1,4,1
9,26,2,78,0,3,1
20,65,0,16,1,4,1
8,2,2,88,1,3,1
7,9,2,88,0,2,1
19,48,1,43,2,4,1
30,68,0,22,1,5,1
21,82,0,22,1,1,1
18,59,1,36,2,4,1
22,98,0,5,1,1,1
6,27,2,85,1,3,1
17,42,1,66,2,4,1
5,24,2,76,1,3,1
22,71,0,15,2,4,1
26,65,0,11,2,5,1
2,9,2,83,1,3,1
5,20,2,84,1,2,1
25,81,0,21,1,5,1
23,76,0,5,2,5,0
22,93,0,3,1,5,1
10,37,1,24,1,0,1
30,82,0,7,2,2,1
10,49,1,30,1,4,0
10,15,2,80,1,4,1
26,74,0,13,1,4,1
7,30,2,82,1,0,1
21,82,0,2,1,5,1
24,99,0,6,1,5,1
8,15,2,80,1,2,1
29,77,0,24,2,4,1
5,16,2,78,0,1,1
9,28,2,94,0,4,1
20,67,0,8,2,5,1
20,89,0,3,1,5,1
14,50,1,43,2,0,1
27,61,0,5,1,4,1
20,40,1,39,1,5,1
10,14,2,89,0,4,1
9,25,2,84,0,3,1
29,66,0,7,1,4,1
20,90,0,14,2,5,1
20,96,0,13,1,5,1
1,9,2,91,0,3,0
20,65,0,7,2,4,0
20,43,1,41,1,5,1
7,13,2,81,1,4,1
5,12,2,80,0,4,1
16,35,1,58,1,4,1
8,4,2,92,0,2,0
16,50,1,68,2,5,0
4,5,2,75,1,4,0
19,52,1,51,1,1,1
30,70,0,11,1,2,1
12,31,1,70,2,0,1
27,77,0,9,1,5,1
16,48,1,43,1,0,1
27,85,0,6,2,6,1
27,79,0,3,1,3,1
30,79,0,19,2,1,0
26,99,0,5,1,6,1
2,25,2,72,0,4,0
4,7,2,90,0,1,1
8,21,2,79,0,3,1
13,32,1,34,1,5,1
22,83,0,10,1,5,1
6,24,2,90,0,1,1
13,50,1,34,2,5,0
25,83,0,7,2,0,0
14,58,1,64,1,0,1
12,50,1,41,1,0,0
15,44,1,29,1,4,1
13,31,1,52,2,5,0
24,88,0,22,2,6,0
1,28,2,82,0,2,0
22,86,0,4,1,6,1
21,85,0,22,2,6,1
20,82,0,9,2,6,0
10,41,1,69,2,2,1
21,93,0,9,1,5,0
20,48,1,48,2,0,1
26,66,0,21,1,0,1
20,98,0,21,2,6,0
17,54,1,37,1,5,1
18,34,1,32,2,2,1
20,58,1,57,2,6,1
14,58,1,39,2,1,1
8,17,2,81,1,5,1
28,64,0,8,1,0,1
7,27,2,80,0,5,1
27,80,0,5,2,5,0
16,57,1,51,1,4,1
7,24,2,95,1,5,1
18,36,1,43,2,6,1
18,60,1,51,2,6,0
10,23,2,91,0,5,1
29,63,0,19,1,7,0
29,90,0,19,1,7,1
5,1,2,80,0,5,0
4,23,2,92,1,5,1
27,62,0,5,1,7,0
27,92,0,6,2,5,0
28,61,0,8,1,1,1
3,30,2,86,0,5,1
14,56,1,35,1,0,1
12,31,1,59,2,3,1
2,24,2,90,1,1,1
26,64,0,10,1,7,1
24,84,0,4,2,5,0
10,52,1,61,2,1,1
26,62,0,18,2,7,0
19,36,1,41,2,4,0
11,31,1,44,2,0,0
19,47,1,24,2,0,1
14,43,1,50,2,6,1
12,43,1,58,1,3,1
20,51,1,50,2,2,1
10,45,1,35,1,1,1
13,40,1,47,2,6,1
30,79,0,11,1,0,0
15,58,1,67,2,0,1
20,30,1,30,2,1,1
30,92,0,11,2,6,0
13,40,1,57,2,6,1
7,30,2,90,0,2,1
1,5,2,81,1,5,1
9,17,2,77,1,2,0
16,34,1,67,2,0,1
24,89,0,24,2,1,0
5,3,2,91,1,4,0
1,3,2,86,0,5,0
5,10,2,76,0,0,1
20,44,1,30,2,3,1
29,78,0,24,1,3,0
24,66,0,16,1,7,1
24,82,0,13,2,7,0
23,73,0,6,1,7,1
1,6,2,76,0,0,1
23,87,0,6,1,7,1
28,93,0,9,2,5,0
15,51,1,72,2,5,0
11,49,1,62,1,6,1
24,87,0,7,2,4,1
4,23,2,92,1,5,0
10,60,1,24,1,6,1
10,50,1,30,1,6,1
10,30,1,59,2,6,1
30,79,0,12,2,4,1
1,19,2,75,1,2,0
30,91,0,13,1,4,0
18,46,1,50,1,6,0
8,11,2,74,1,1,0
30,60,0,3,1,1,1
10,16,2,86,0,6,0
1,6,2,90,0,4,0
29,85,0,8,2,5,0
13,43,1,29,1,3,0
27,72,0,6,1,4,0
16,48,1,32,2,4,1
30,80,0,6,2,2,0
20,69,0,10,2,5,0
29,72,0,9,2,6,0
14,36,1,63,1,0,0
30,76,0,21,2,2,1
10,17,2,88,0,6,1
12,48,1,34,2,6,1
21,73,0,6,2,7,0
13,60,1,29,1,4,1
23,93,0,22,2,0,0
22,63,0,7,2,5,0
1,9,2,78,0,5,0
9,1,2,84,0,6,0
27,69,0,11,1,2,1
9,27,2,93,1,6,0
19,45,1,36,1,7,1
30,67,0,0,2,6,0
17,35,1,36,1,2,0
9,3,2,92,1,4,0
20,90,0,14,2,5,0
19,54,1,28,2,2,1
17,47,1,45,1,4,0
20,41,1,51,2,6,1
19,44,1,49,1,6,0
28,69,0,20,2,3,0
7,13,2,78,0,6,0
26,75,0,2,1,3,0
7,15,2,85,1,6,0
7,1,2,96,0,6,0
23,87,0,11,2,6,0
14,49,1,68,2,1,0
7,13,2,92,0,6,0
14,33,1,69,2,3,0
30,81,0,0,2,8,1
18,55,1,28,2,7,1
29,64,0,17,1,8,0
17,56,1,28,1,7,0
14,41,1,54,1,0,0
5,20,2,79,0,6,0
1,20,2,82,1,5,0
24,79,0,4,2,2,0
15,52,1,39,1,2,0
24,60,0,11,1,1,0
23,66,0,19,1,2,0
17,35,1,38,1,3,0
22,91,0,16,1,0,1
24,61,0,15,1,2,0
30,68,0,19,1,7,0
20,31,1,56,2,2,1
30,93,0,17,2,3,0
11,58,1,63,1,2,0
26,95,0,13,2,6,0
19,57,1,46,2,1,0
15,34,1,47,1,5,0
4,19,2,80,1,6,0
27,79,0,13,2,8,0
27,89,0,21,1,8,1
19,32,1,27,2,4,0
15,59,1,45,2,7,0
26,62,0,7,2,6,0
15,60,1,50,1,7,0
3,6,2,81,0,6,0
30,67,0,15,1,5,0
15,40,1,34,1,1,0
20,43,1,41,1,5,0
24,72,0,21,1,1,0
9,22,2,88,0,3,1
3,3,2,74,1,4,0
22,89,0,1,1,7,0
20,30,1,29,2,2,0
26,70,0,22,2,8,0
30,76,0,6,1,3,0
23,80,0,9,2,4,0
2,23,2,87,0,3,0
9,7,2,73,1,1,0
27,62,0,6,1,0,1
23,65,0,24,1,0,1
22,82,0,4,1,0,1
21,61,0,10,2,0,1
29,75,0,8,1,1,1
28,64,0,24,2,1,1
15,35,1,59,2,0,1
14,39,1,60,2,0,1
24,88,0,5,1,1,1
24,86,0,18,1,1,0
12,48,1,71,2,0,1
10,2,2,93,1,0,1
21,77,0,7,2,1,1
21,95,0,0,2,1,1
20,64,0,2,1,1,0
19,32,1,26,1,1,1
30,95,0,4,1,2,1
27,78,0,5,2,2,1
15,56,1,51,1,1,1
17,43,1,32,1,1,1
29,78,0,10,1,0,1
3,24,2,78,1,0,1
26,79,0,23,2,2,1
13,47,1,34,2,1,1
13,60,1,47,2,1,1
13,60,1,62,2,1,1
11,48,1,46,2,1,0
11,40,1,69,2,1,1
17,59,1,72,1,1,1
30,80,0,18,2,0,1
10,60,1,69,2,1,0
9,26,2,74,0,1,1
20,100,0,12,2,1,1
3,5,2,80,1,0,0
15,51,1,49,1,1,1
30,83,0,14,1,3,1
17,45,1,56,2,2,1
27,66,0,9,2,3,1
3,23,2,90,0,1,1
14,47,1,52,1,2,1
23,82,0,0,1,3,1
11,50,1,29,2,2,1
10,37,1,51,2,2,0
30,80,0,18,2,0,1
20,66,0,6,1,2,1
20,94,0,3,2,3,0
10,2,2,93,1,0,1
7,12,2,87,0,2,1
18,36,1,46,2,3,1
5,21,2,84,1,1,1
29,71,0,21,1,4,1
17,51,1,72,1,3,1
30,84,0,24,2,1,0
29,85,0,23,2,3,1
30,64,0,13,1,2,1
20,100,0,2,2,3,0
16,57,1,42,1,2,0
22,60,0,8,2,0,1
5,2,2,81,0,2,1
16,44,1,30,2,3,0
12,53,1,67,1,1,1
15,55,1,37,1,3,1
2,10,2,95,1,2,0
25,99,0,5,2,4,0
15,59,1,72,2,2,1
13,31,1,32,2,3,1
18,43,1,47,1,1,1
30,78,0,1,1,1,1
20,35,1,33,1,3,1
13,36,1,65,1,3,1
12,34,1,64,1,3,1
16,54,1,39,1,2,0
23,79,0,0,1,4,0
11,42,1,47,2,3,1
1,10,2,87,0,1,0
10,57,1,48,2,3,1
10,47,1,63,2,3,1
10,30,2,87,0,3,1
8,4,2,88,0,3,1
30,85,0,11,2,5,1
20,68,0,10,1,2,1
30,77,0,16,2,5,1
6,13,2,77,0,3,1
29,82,0,14,2,5,1
28,69,0,15,2,5,1
24,73,0,0,1,1,1
10,52,1,50,2,3,1
28,100,0,22,1,5,1
11,32,1,66,2,2,1
10,54,1,47,1,0,1
15,53,1,28,2,4,1
25,96,0,1,2,5,1
27,64,0,10,1,3,1
1,5,2,85,1,3,1
13,59,1,59,1,0,1
14,52,1,51,2,2,0
5,26,2,79,0,2,1
18,43,1,47,1,1,0
4,15,2,86,1,1,0
8,2,2,90,0,0,1
12,52,1,53,1,0,0
10,54,1,64,1,4,0
1,16,2,93,0,0,1
8,27,2,91,1,4,1
19,45,1,38,1,5,0
20,50,1,54,2,5,1
7,12,2,91,0,4,0
29,96,0,14,1,3,1
22,99,0,8,1,2,1
26,97,0,22,1,2,1
30,83,0,9,2,6,1
6,4,2,74,1,4,1
6,11,2,79,0,4,1
6,29,2,77,0,4,1
6,21,2,80,1,4,0
23,61,0,17,1,4,0
10,3,2,85,1,3,1
6,22,2,86,1,4,1
17,36,1,27,1,5,0
17,30,1,41,1,5,0
28,62,0,16,1,3,1
3,2,2,85,0,3,1
26,89,0,12,2,4,1
3,16,2,84,0,2,1
29,64,0,6,1,3,1
21,62,0,0,1,5,1
24,70,0,7,1,0,1
3,13,2,87,1,1,1
5,19,2,76,1,4,1
21,94,0,10,2,3,1
22,63,0,19,2,2,1
5,19,2,78,1,4,1
22,69,0,8,2,1,1
27,90,0,3,2,6,1
23,75,0,17,1,5,0
9,12,2,73,0,2,1
12,44,1,40,1,3,1
14,36,1,44,1,3,0
15,37,1,42,2,5,0
17,51,1,26,1,1,1
15,33,1,46,2,5,1
22,87,0,9,2,4,0
26,86,0,12,1,6,1
19,30,1,31,1,1,1
2,30,2,73,1,4,0
11,46,1,60,1,0,1
26,85,0,17,1,1,0
13,34,1,44,1,1,1
25,68,0,7,2,6,1
25,75,0,5,1,6,1
24,84,0,7,2,6,1
20,53,1,28,2,1,1
30,63,0,10,2,5,1
11,35,1,34,1,5,1
10,49,1,35,1,5,1
10,1,2,85,1,5,1
10,12,2,84,0,5,1
3,1,2,91,0,3,0
24,66,0,21,2,0,0
17,50,1,71,2,2,1
10,44,1,60,1,4,1
13,60,1,62,2,1,1
10,13,2,84,1,5,1
29,82,0,23,1,0,1
28,82,0,10,2,1,1
11,32,1,66,2,2,0
20,81,0,6,2,1,1
23,91,0,10,2,0,1
26,66,0,8,1,3,1
10,20,2,94,0,5,1
9,23,2,72,0,3,0
21,83,0,5,1,6,0
8,16,2,92,1,5,0
16,37,1,27,2,5,1
19,34,1,44,1,4,1
18,31,1,30,2,6,0
18,49,1,30,2,6,0
14,55,1,69,2,2,1
3,8,2,81,0,2,0
13,49,1,33,1,0,1
21,84,0,5,2,0,1
18,56,1,29,2,6,0
17,53,1,26,1,3,1
17,51,1,53,1,3,0
6,18,2,77,1,5,0
15,55,1,48,1,4,1
8,12,2,96,1,5,1
29,99,0,21,1,7,1
10,19,2,79,0,5,1
28,90,0,20,1,2,0
22,79,0,13,1,0,1
11,58,1,46,2,2,1
5,7,2,91,0,1,0
28,70,0,17,2,7,1
20,99,0,6,1,2,0
16,46,1,29,1,6,0
16,50,1,58,1,6,0
4,2,2,77,0,5,1
4,28,2,90,0,5,1
19,48,1,27,1,5,1
17,56,1,32,1,5,1
27,73,0,13,1,7,0
15,35,1,25,1,6,0
3,9,2,73,1,5,0
21,99,0,14,1,2,0
3,7,2,85,0,5,0
17,50,1,56,2,6,0
14,35,1,63,1,4,0
2,17,2,91,0,4,0
28,64,0,4,1,0,0
5,8,2,86,0,3,0
10,4,2,79,0,0,0
3,29,2,89,0,5,1
7,13,2,81,0,3,0
19,48,1,37,1,6,0
26,100,0,13,1,7,1
25,74,0,20,2,7,0
17,43,1,70,2,4,1
25,71,0,23,1,7,1
29,64,0,6,1,3,0
1,2,2,83,1,5,0
1,30,2,72,1,5,0
1,11,2,93,0,5,0
28,61,0,10,2,5,0
5,6,2,89,1,5,0
14,47,1,29,2,5,0
9,6,2,96,1,5,0
7,29,2,81,1,2,0
27,63,0,15,2,0,1
1,20,2,91,1,5,0
5,29,2,91,1,0,0
24,90,0,21,2,7,0
21,83,0,24,2,3,0
21,90,0,24,2,0,0
12,32,1,64,2,6,0
21,100,0,0,2,1,0
27,67,0,18,1,7,0
21,75,0,8,1,3,0
1,10,2,90,1,5,0
15,57,1,45,1,2,0
23,64,0,8,1,7,0
8,30,2,90,0,5,0
11,39,1,49,1,6,0
29,76,0,12,1,2,0
19,58,1,30,1,3,0
11,49,1,69,2,6,0
22,100,0,22,2,7,1
26,68,0,15,1,5,0
10,8,2,81,0,6,0
21,68,0,15,1,7,0
27,99,0,22,1,3,0
10,17,2,82,1,3,0
9,7,2,89,0,6,0
9,28,2,81,1,3,0
16,60,1,42,1,2,0
23,92,0,12,1,4,0
20,93,0,12,1,5,0
5,17,2,84,1,2,0
9,18,2,88,0,6,0
20,37,1,28,2,7,0
12,42,1,30,2,3,0
20,53,1,47,2,7,0
23,91,0,13,1,4,0
27,61,0,0,2,3,0
7,27,2,79,1,5,0
8,14,2,91,1,6,0
10,54,1,27,1,0,1
16,42,1,69,1,6,0
28,86,0,12,1,0,1
26,70,0,11,2,0,1
24,83,0,7,2,0,1
21,75,0,11,1,0,0
21,67,0,24,1,0,1
20,57,1,42,1,0,0
20,32,1,69,2,0,1
30,100,0,5,2,1,1
29,68,0,9,1,1,1
16,59,1,37,1,0,1
26,85,0,5,1,1,1
25,60,0,7,1,1,0
10,46,1,50,2,0,1
8,19,2,90,0,0,0
30,97,0,3,2,2,1
6,5,2,79,0,0,1
6,24,2,79,1,0,0
17,33,1,42,2,1,0
14,35,1,40,2,1,1
13,39,1,52,1,1,1
24,87,0,3,1,2,1
10,56,1,40,2,1,0
18,48,1,26,1,0,1
10,28,2,83,1,1,1
19,43,1,48,1,2,0
18,31,1,34,1,2,1
29,76,0,4,2,3,1
17,59,1,72,2,2,1
10,6,2,78,1,0,1
16,54,1,26,2,2,1
27,74,0,14,2,3,1
1,29,2,91,1,1,1
12,55,1,34,2,2,1
12,44,1,53,1,2,1
23,74,0,1,1,3,0
4,21,2,76,0,1,1
22,78,0,15,1,3,1
10,44,1,24,1,2,1
17,32,1,30,2,0,1
21,95,0,18,2,3,1
30,90,0,5,2,4,0
29,60,0,7,1,4,1
29,81,0,13,1,4,1
17,40,1,62,1,3,1
26,61,0,6,1,4,1
25,90,0,24,1,4,1
13,49,1,24,1,3,1
21,85,0,23,2,1,1
12,58,1,61,1,3,0
11,41,1,25,1,3,1
2,10,2,78,0,0,1
4,20,2,88,0,0,1
21,67,0,11,1,4,1
20,41,1,47,2,4,1
4,18,2,87,0,0,1
8,25,2,80,0,3,1
18,56,1,35,1,4,1
29,88,0,6,2,2,1
5,23,2,75,0,3,1
28,88,0,24,2,5,1
30,100,0,5,2,1,1
29,64,0,4,2,2,0
19,49,1,43,1,4,1
16,56,1,61,2,4,1
27,87,0,4,1,5,0
14,37,1,35,1,4,1
22,80,0,15,2,4,1
17,35,1,29,2,3,1
26,76,0,24,1,0,1
15,53,1,62,1,3,0
24,83,0,0,1,5,1
24,97,0,6,1,2,1
30,77,0,21,2,0,1
12,52,1,36,2,4,1
22,65,0,7,2,5,1
22,81,0,5,1,5,1
29,72,0,4,1,6,0
26,60,0,8,1,5,0
9,9,2,84,0,2,1
18,56,1,41,1,3,1
5,21,2,96,0,4,1
16,32,1,65,1,5,1
4,17,2,95,0,4,1
15,47,1,51,2,5,1
28,88,0,15,2,3,1
14,44,1,38,1,5,1
1,30,2,77,1,4,1
29,65,0,20,1,3,1
24,65,0,16,2,6,1
12,33,1,58,1,5,1
10,18,2,84,1,0,1
23,81,0,5,2,6,0
11,31,1,49,2,2,1
11,32,1,49,2,5,1
5,1,2,87,1,3,1
21,61,0,8,1,6,1
10,54,1,41,2,0,1
12,52,1,70,1,4,1
27,92,0,23,2,4,1
11,34,1,68,1,3,1
21,78,0,3,2,6,1
29,76,0,4,2,3,1
25,76,0,14,1,2,1
20,46,1,67,2,6,1
25,97,0,14,1,3,1
20,41,1,71,2,6,0
30,77,0,6,2,6,1
8,1,2,73,0,5,1
19,41,1,66,1,6,1
21,77,0,13,2,3,1
21,74,0,12,2,6,1
7,4,2,92,0,0,0
18,33,1,47,1,6,1
16,34,1,68,1,6,1
13,41,1,34,1,2,1
30,73,0,11,1,6,1
4,16,2,75,1,5,0
7,13,2,76,0,0,1
10,9,2,84,0,0,1
30,81,0,10,2,0,0
4,10,2,82,0,5,1
9,15,2,78,1,2,1
19,55,1,48,2,1,1
4,6,2,82,0,5,1
4,11,2,84,0,5,1
2,15,2,85,0,3,0
23,75,0,15,1,3,1
27,69,0,4,2,7,1
25,73,0,17,1,1,1
15,60,1,34,1,6,1
15,54,1,50,2,6,1
21,79,0,4,2,3,1
23,77,0,8,2,4,1
26,61,0,9,1,7,0
6,29,2,86,0,1,1
24,100,0,24,1,1,1
13,55,1,38,1,6,1
13,36,1,57,1,6,1
28,97,0,12,1,3,1
18,56,1,44,1,3,0
3,10,2,96,1,2,0
12,45,1,61,1,5,0
30,87,0,22,2,0,1
1,13,2,84,1,4,1
24,70,0,1,2,7,1
26,69,0,11,2,1,1
7,8,2,79,1,3,1
